timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2024-09-30 21:00:00,63810.0,63831.63,63640.0,63706.93,319.89044,2024-09-30 21:59:59.999,20391996.0357411,33516,128.72978,8206071.3480875
2024-09-30 22:00:00,63706.93,63771.11,63480.0,63481.98,406.67834,2024-09-30 22:59:59.999,25869603.0486195,89663,159.19496,10128519.75419
2024-09-30 23:00:00,63481.99,63617.45,62856.3,63327.59,1548.15582,2024-09-30 23:59:59.999,97878619.702355,174907,653.77949,41356671.1102818
2024-10-01 00:00:00,63327.6,63606.0,63006.7,63531.99,1336.93335,2024-10-01 00:59:59.999,84651337.7615662,263946,686.54962,43477644.3275733
2024-10-01 01:00:00,63532.0,63639.86,63370.01,63458.0,1004.08763,2024-10-01 01:59:59.999,63776840.0754568,143076,435.15139,27642386.586993
2024-10-01 02:00:00,63458.0,63458.0,63180.0,63443.76,716.11822,2024-10-01 02:59:59.999,45358533.649388,95164,283.92004,17981361.5281758
2024-10-01 03:00:00,63443.76,63744.0,63430.0,63723.48,822.21265,2024-10-01 03:59:59.999,52306232.873847,110553,500.79186,31858635.4949884
2024-10-01 04:00:00,63723.47,63879.81,63652.06,63868.94,778.75286,2024-10-01 04:59:59.999,49677214.0251475,110722,452.48517,28866675.8075308
2024-10-01 05:00:00,63868.93,63899.99,63674.49,63749.99,816.29206,2024-10-01 05:59:59.999,52059204.5366305,74341,525.04787,33487309.1557954
2024-10-01 06:00:00,63750.0,64097.03,63750.0,64033.98,778.17242,2024-10-01 06:59:59.999,49760993.7662756,93878,513.73458,32850837.097816
2024-10-01 07:00:00,64033.99,64130.63,63920.0,64045.92,1142.17634,2024-10-01 07:59:59.999,73153436.4942703,95239,727.76067,46616770.7748557
2024-10-01 08:00:00,64045.92,64096.0,63839.0,63956.0,974.1637,2024-10-01 08:59:59.999,62309653.6245194,73072,624.22978,39928971.1083475
2024-10-01 09:00:00,63955.99,64118.0,63864.46,63864.46,1152.0675,2024-10-01 09:59:59.999,73772866.808448,81512,707.12962,45287760.5339293
2024-10-01 10:00:00,63864.47,63942.0,63707.89,63910.12,603.43982,2024-10-01 10:59:59.999,38525246.8793719,74012,257.66282,16450811.5349123
2024-10-01 11:00:00,63910.11,63989.58,63723.4,63734.0,500.6752,2024-10-01 11:59:59.999,31962770.4238417,63008,274.79736,17543538.5877069
2024-10-01 12:00:00,63734.01,63809.97,63559.63,63668.21,535.43878,2024-10-01 12:59:59.999,34108962.0412398,97630,259.01374,16501104.2291183
2024-10-01 13:00:00,63668.21,63688.0,62522.0,62866.8,3512.9979,2024-10-01 13:59:59.999,221093137.9088116,426087,1508.76592,94926611.6805863
2024-10-01 14:00:00,62866.8,63084.0,62448.01,62598.0,3649.61853,2024-10-01 14:59:59.999,228856159.39911768,630349,1789.30558,112213302.6267383
2024-10-01 15:00:00,62598.0,62821.76,61814.01,62628.85,4931.80431,2024-10-01 15:59:59.999,306931913.15118766,640563,2211.41079,137629476.4887674
2024-10-01 16:00:00,62628.85,62778.73,61906.04,62448.0,3426.5041,2024-10-01 16:59:59.999,213351660.7392693,509130,1556.49319,96924909.6323024
2024-10-01 17:00:00,62448.0,62448.0,61092.0,62151.99,5545.71241,2024-10-01 17:59:59.999,341928623.8084416,642522,2401.82724,148170735.0311571
2024-10-01 18:00:00,62152.0,62440.0,61859.57,61987.99,1708.27737,2024-10-01 18:59:59.999,106225012.4579178,331250,790.55934,49158211.6618569
2024-10-01 19:00:00,61987.98,62091.29,61610.71,61755.99,1598.40777,2024-10-01 19:59:59.999,98886326.114661,230343,788.73362,48791541.7149222
2024-10-01 20:00:00,61755.99,61760.74,60164.0,60809.02,4855.59431,2024-10-01 20:59:59.999,295253112.5357056,423407,2104.63564,127850618.74109
2024-10-01 21:00:00,60809.03,61214.73,60656.77,61142.01,1253.06187,2024-10-01 21:59:59.999,76294062.9178797,149565,623.48071,37968152.8554432
2024-10-01 22:00:00,61142.0,61142.01,60630.01,60767.99,1093.23745,2024-10-01 22:59:59.999,66500145.9957638,132867,499.01903,30358259.2775211
2024-10-01 23:00:00,60768.0,61033.71,60652.0,60805.78,935.73453,2024-10-01 23:59:59.999,56928633.843867,114833,429.23928,26117567.8529125
2024-10-02 00:00:00,60804.92,61208.49,60733.81,61046.26,1228.11528,2024-10-02 00:59:59.999,74883794.5737175,227208,674.75976,41147763.375914
2024-10-02 01:00:00,61046.27,61536.16,61000.0,61522.89,941.08845,2024-10-02 01:59:59.999,57726830.1309384,152691,565.01881,34654493.4930546
2024-10-02 02:00:00,61522.89,61822.62,61433.49,61782.89,1174.69646,2024-10-02 02:59:59.999,72398618.6141107,151404,716.84098,44181223.7879649
2024-10-02 03:00:00,61782.89,61883.0,61662.65,61750.47,944.98223,2024-10-02 03:59:59.999,58386418.8950475,120406,576.25181,35605310.8529701
2024-10-02 04:00:00,61750.46,61750.47,61440.0,61495.79,704.31237,2024-10-02 04:59:59.999,43359409.112322,112478,285.14662,17555124.4058138
2024-10-02 05:00:00,61495.78,61609.3,61350.0,61489.71,661.76897,2024-10-02 05:59:59.999,40682280.3468765,130961,302.3778,18586336.8440095
2024-10-02 06:00:00,61489.71,61788.4,61359.9,61700.01,760.10641,2024-10-02 06:59:59.999,46855825.975782,134283,388.67467,23958781.1333162
2024-10-02 07:00:00,61700.01,61940.0,61588.78,61727.4,698.17476,2024-10-02 07:59:59.999,43129334.2033118,140589,376.16751,23240931.1496344
2024-10-02 08:00:00,61727.39,61914.34,61603.49,61806.01,535.23837,2024-10-02 08:59:59.999,33066001.512931,95711,244.96611,15132795.1459485
2024-10-02 09:00:00,61806.01,61817.76,61130.0,61271.25,1082.07393,2024-10-02 09:59:59.999,66490801.4056931,187318,419.32555,25754261.4549319
2024-10-02 10:00:00,61271.24,61555.0,61151.04,61188.28,1005.99847,2024-10-02 10:59:59.999,61668996.4111018,207920,392.39113,24053360.494958
2024-10-02 11:00:00,61188.27,61380.0,60888.88,61164.01,1204.28505,2024-10-02 11:59:59.999,73668539.0684237,246111,503.84049,30826411.6110854
2024-10-02 12:00:00,61164.01,61220.0,60696.4,60798.8,1274.80586,2024-10-02 12:59:59.999,77756483.2222828,255773,572.69112,34937884.4236114
2024-10-02 13:00:00,60798.8,61460.0,60524.21,61350.0,2508.38932,2024-10-02 13:59:59.999,152863334.9965529,477841,1318.38659,80348483.9951507
2024-10-02 14:00:00,61350.0,61672.0,61047.16,61077.78,2267.56057,2024-10-02 14:59:59.999,139167515.7629932,468940,1159.35324,71168466.2681183
2024-10-02 15:00:00,61077.77,61926.9,61059.9,61874.01,1514.52104,2024-10-02 15:59:59.999,93354460.9708516,343856,886.26718,54618338.653783
2024-10-02 16:00:00,61874.01,62390.31,61779.87,61800.0,1555.81954,2024-10-02 16:59:59.999,96607204.1236311,298160,804.39579,49958119.4217419
2024-10-02 17:00:00,61800.01,61835.99,61242.0,61628.01,1115.92104,2024-10-02 17:59:59.999,68722389.2942931,313070,514.93973,31710013.9725988
2024-10-02 18:00:00,61628.01,61691.0,60762.09,60762.09,1403.72059,2024-10-02 18:59:59.999,85807548.8875435,288324,565.047,34539615.8236883
